GM1,GM2,GM3,GM4,GM7,GM8,GM9,GM10,GM11
-4.94E-02,,6.87E-04,,,,,,
-4.97E-02,,5.57E-04,,,,,,
-5.00E-02,,3.88E-04,,,,,,
-5.02E-02,,1.73E-04,,,,,,
-5.03E-02,,-6.38E-05,,,,,,
-5.04E-02,,-2.84E-04,,,,,,
-5.05E-02,,-4.32E-04,,,,,,
-5.05E-02,,-4.94E-04,,,,,,
-5.04E-02,,-5.17E-04,,,,,,
-5.02E-02,,-5.54E-04,,,,,,
-5.01E-02,,-6.34E-04,,,,,,
-4.98E-02,,-7.42E-04,,,,,,
-4.96E-02,,-8.58E-04,,,,,,
-4.93E-02,,-9.77E-04,,,,,,
-4.90E-02,,-1.10E-03,,,,,,
-4.87E-02,,-1.20E-03,,,,,,
-4.83E-02,,-1.26E-03,,,,,,
-4.79E-02,,-1.27E-03,,,,,,
-4.76E-02,,-1.22E-03,,,,,,
-4.73E-02,,-1.15E-03,,,,,,
-4.69E-02,,-1.10E-03,,,,,,
-4.67E-02,,-1.08E-03,,,,,,
-4.64E-02,,-1.06E-03,,,,,,
-4.62E-02,,-1.01E-03,,,,,,
-4.60E-02,,-9.48E-04,,,,,,
-4.58E-02,,-8.83E-04,,,,,,
-4.56E-02,,-8.20E-04,,,,,,
-4.55E-02,,-7.59E-04,,,,,,
-4.53E-02,,-6.83E-04,,,,,,
-4.52E-02,,-5.88E-04,,,,,,
-4.51E-02,,-4.94E-04,,,,,,
-4.49E-02,,-4.14E-04,,,,,,
-4.48E-02,,-3.54E-04,,,,,,
-4.46E-02,,-3.50E-04,,,,,,
-4.45E-02,,-4.18E-04,,,,,,
-4.43E-02,,-5.25E-04,,,,,,
-4.41E-02,,-6.32E-04,,,,,,
-4.38E-02,,-7.04E-04,,,,,,
-4.36E-02,,-7.14E-04,,,,,,
-4.33E-02,,-6.40E-04,,,,,,
-4.30E-02,,-4.62E-04,,,,,,
-4.26E-02,,-1.97E-04,,,,,,
-4.23E-02,,9.96E-05,,,,,,
-4.20E-02,,3.83E-04,,,,,,
-4.16E-02,,6.17E-04,,,,,,
-4.13E-02,,7.77E-04,,,,,,
-4.09E-02,,8.79E-04,,,,,,
-4.06E-02,,9.71E-04,,,,,,
-4.02E-02,,1.08E-03,,,,,,
-3.99E-02,,1.21E-03,,,,,,
-3.95E-02,,1.35E-03,,,,,,
-3.91E-02,,1.50E-03,,,,,,
-3.88E-02,,1.62E-03,,,,,,
-3.84E-02,,1.68E-03,,,,,,
-3.80E-02,,1.68E-03,,,,,,
-3.76E-02,,1.66E-03,,,,,,
-3.71E-02,,1.60E-03,,,,,,
-3.66E-02,,1.51E-03,,,,,,
-3.60E-02,,1.40E-03,,,,,,
-3.54E-02,,1.30E-03,,,,,,
-3.47E-02,,1.23E-03,,,,,,
-3.38E-02,,1.17E-03,,,,,,
-3.29E-02,,1.16E-03,,,,,,
-3.19E-02,,1.22E-03,,,,,,
-3.08E-02,,1.29E-03,,,,,,
-2.96E-02,,1.31E-03,,,,,,
-2.83E-02,,1.25E-03,,,,,,
-2.69E-02,,1.11E-03,,,,,,
-2.54E-02,,8.87E-04,,,,,,
-2.37E-02,,6.25E-04,,,,,,
-2.20E-02,,3.63E-04,,,,,,
-2.02E-02,,1.34E-04,,,,,,
-1.84E-02,,-7.12E-05,,,,,,
-1.65E-02,,-2.98E-04,,,,,,
-1.46E-02,,-5.52E-04,,,,,,
-1.27E-02,,-7.83E-04,,,,,,
-1.08E-02,,-9.52E-04,,,,,,
-8.88E-03,,-1.05E-03,,,,,,
-7.02E-03,,-1.11E-03,,,,,,
-5.20E-03,,-1.16E-03,,,,,,
-3.43E-03,,-1.20E-03,,,,,,
-1.72E-03,,-1.19E-03,,,,,,
-7.90E-05,,-1.13E-03,,,,,,
1.50E-03,,-1.02E-03,,,,,,
3.01E-03,,-8.57E-04,,,,,,
4.46E-03,,-6.57E-04,,,,,,
5.86E-03,,-4.65E-04,,,,,,
7.22E-03,,-2.98E-04,,,,,,
8.55E-03,,-1.51E-04,,,,,,
9.86E-03,,-3.23E-05,,,,,,
1.12E-02,,3.05E-05,,,,,,
1.25E-02,,2.76E-05,,,,,,
1.38E-02,,-2.30E-05,,,,,,
1.51E-02,,-1.03E-04,,,,,,
1.64E-02,,-1.86E-04,,,,,,
1.77E-02,,-2.47E-04,,,,,,
1.90E-02,,-2.85E-04,,,,,,
2.03E-02,,-3.15E-04,,,,,,
2.15E-02,,-3.40E-04,,,,,,
2.28E-02,,-3.69E-04,,,,,,
2.40E-02,,-4.03E-04,,,,,,
2.51E-02,,-4.22E-04,,,,,,
2.62E-02,,-4.01E-04,,,,,,
2.72E-02,,-3.52E-04,,,,,,
2.81E-02,,-3.09E-04,,,,,,
2.90E-02,,-2.76E-04,,,,,,
2.97E-02,,-2.49E-04,,,,,,
3.04E-02,,-2.26E-04,,,,,,
3.10E-02,,-2.11E-04,,,,,,
3.16E-02,,-1.91E-04,,,,,,
3.21E-02,,-1.50E-04,,,,,,
3.25E-02,,-6.23E-05,,,,,,
3.29E-02,,8.10E-05,,,,,,
3.33E-02,,2.51E-04,,,,,,
3.37E-02,,4.15E-04,,,,,,
3.40E-02,,5.49E-04,,,,,,
3.44E-02,,6.53E-04,,,,,,
3.47E-02,,7.43E-04,,,,,,
3.51E-02,,8.15E-04,,,,,,
3.54E-02,,8.62E-04,,,,,,
3.58E-02,,8.84E-04,,,,,,
3.61E-02,,8.85E-04,,,,,,
3.64E-02,,8.78E-04,,,,,,
3.67E-02,,8.99E-04,,,,,,
3.70E-02,,9.94E-04,,,,,,
3.72E-02,,1.16E-03,,,,,,
3.74E-02,,1.37E-03,,,,,,
3.76E-02,,1.58E-03,,,,,,
3.78E-02,,1.75E-03,,,,,,
3.79E-02,,1.88E-03,,,,,,
3.81E-02,,1.95E-03,,,,,,
3.82E-02,,1.95E-03,,,,,,
3.84E-02,,1.89E-03,,,,,,
3.85E-02,,1.81E-03,,,,,,
3.86E-02,,1.70E-03,,,,,,
3.88E-02,,1.61E-03,,,,,,
3.90E-02,,1.52E-03,,,,,,
3.92E-02,,1.44E-03,,,,,,
3.94E-02,,1.35E-03,,,,,,
3.96E-02,,1.25E-03,,,,,,
3.99E-02,,1.11E-03,,,,,,
4.01E-02,,9.42E-04,,,,,,
4.04E-02,,7.53E-04,,,,,,
4.07E-02,,5.68E-04,,,,,,
4.11E-02,,4.09E-04,,,,,,
4.15E-02,,2.80E-04,,,,,,
4.18E-02,,1.82E-04,,,,,,
4.22E-02,,1.19E-04,,,,,,
4.26E-02,,9.10E-05,,,,,,
4.30E-02,,9.10E-05,,,,,,
4.34E-02,,1.10E-04,,,,,,
4.38E-02,,1.50E-04,,,,,,
4.42E-02,,2.04E-04,,,,,,
4.45E-02,,2.39E-04,,,,,,
4.47E-02,,2.32E-04,,,,,,
4.49E-02,,1.83E-04,,,,,,
4.50E-02,,1.14E-04,,,,,,
4.51E-02,,5.15E-05,,,,,,
4.51E-02,,8.65E-06,,,,,,
4.50E-02,,-1.71E-05,,,,,,
4.49E-02,,-3.02E-05,,,,,,
4.46E-02,,-2.48E-05,,,,,,
4.42E-02,,-6.77E-07,,,,,,
4.38E-02,,2.12E-05,,,,,,
4.33E-02,,2.25E-05,,,,,,
4.27E-02,,6.73E-06,,,,,,
4.20E-02,,-2.62E-05,,,,,,
4.13E-02,,-8.40E-05,,,,,,
4.05E-02,,-1.59E-04,,,,,,
3.97E-02,,-2.25E-04,,,,,,
3.89E-02,,-2.54E-04,,,,,,
3.81E-02,,-2.34E-04,,,,,,
3.73E-02,,-1.75E-04,,,,,,
3.64E-02,,-8.45E-05,,,,,,
3.56E-02,,3.55E-05,,,,,,
3.48E-02,,1.61E-04,,,,,,
3.41E-02,,2.62E-04,,,,,,
3.33E-02,,3.18E-04,,,,,,
3.26E-02,,3.20E-04,,,,,,
3.19E-02,,2.70E-04,,,,,,
3.12E-02,,1.79E-04,,,,,,
3.06E-02,,6.12E-05,,,,,,
3.01E-02,,-6.08E-05,,,,,,
2.95E-02,,-1.53E-04,,,,,,
2.89E-02,,-1.97E-04,,,,,,
2.84E-02,,-1.90E-04,,,,,,
2.78E-02,,-1.39E-04,,,,,,
2.72E-02,,-5.98E-05,,,,,,
2.67E-02,,2.07E-05,,,,,,
2.60E-02,,7.79E-05,,,,,,
2.54E-02,,9.42E-05,,,,,,
2.46E-02,,7.13E-05,,,,,,
2.38E-02,,3.50E-05,,,,,,
2.29E-02,,4.07E-06,,,,,,
2.20E-02,,-2.75E-05,,,,,,
2.10E-02,,-6.18E-05,,,,,,
2.00E-02,,-8.35E-05,,,,,,
1.89E-02,,-8.68E-05,,,,,,
1.77E-02,,-8.17E-05,,,,,,
1.65E-02,,-7.09E-05,,,,,,
1.53E-02,,-5.27E-05,,,,,,
1.41E-02,,-3.23E-05,,,,,,
1.30E-02,,-1.50E-05,,,,,,
1.18E-02,,-4.93E-06,,,,,,
1.07E-02,,-6.35E-06,,,,,,
9.54E-03,,-2.24E-05,,,,,,
8.44E-03,,-4.76E-05,,,,,,
7.41E-03,,-7.61E-05,,,,,,
6.46E-03,,-1.11E-04,,,,,,
5.59E-03,,-1.57E-04,,,,,,
4.79E-03,,-2.12E-04,,,,,,
4.06E-03,,-2.67E-04,,,,,,
3.38E-03,,-3.09E-04,,,,,,
2.75E-03,,-3.34E-04,,,,,,
2.17E-03,,-3.49E-04,,,,,,
1.66E-03,,-3.60E-04,,,,,,
1.18E-03,,-3.60E-04,,,,,,
7.31E-04,,-3.34E-04,,,,,,
3.01E-04,,-2.75E-04,,,,,,
-1.24E-04,,-1.92E-04,,,,,,
-5.51E-04,,-1.08E-04,,,,,,
-9.93E-04,,-4.99E-05,,,,,,
-1.46E-03,,-3.80E-05,,,,,,
-1.97E-03,,-7.91E-05,,,,,,
-2.53E-03,,-1.57E-04,,,,,,
-3.16E-03,,-2.44E-04,,,,,,
-3.85E-03,,-3.09E-04,,,,,,
-4.61E-03,,-3.39E-04,,,,,,
-5.43E-03,,-3.39E-04,,,,,,
-6.30E-03,,-3.21E-04,,,,,,
-7.22E-03,,-3.01E-04,,,,,,
-8.17E-03,,-2.85E-04,,,,,,
-9.17E-03,,-2.66E-04,,,,,,
-1.02E-02,,-2.42E-04,,,,,,
-1.12E-02,,-2.15E-04,,,,,,
-1.23E-02,,-1.87E-04,,,,,,
-1.34E-02,,-1.59E-04,,,,,,
-1.45E-02,,-1.31E-04,,,,,,
-1.56E-02,,-9.86E-05,,,,,,
-1.67E-02,,-6.41E-05,,,,,,
-1.78E-02,,-3.07E-05,,,,,,
-1.89E-02,,-1.68E-06,,,,,,
-2.00E-02,,1.98E-05,,,,,,
-2.11E-02,,3.59E-05,,,,,,
-2.21E-02,,4.91E-05,,,,,,
-2.31E-02,,5.71E-05,,,,,,
-2.41E-02,,5.94E-05,,,,,,
-2.50E-02,,5.58E-05,,,,,,
-2.59E-02,,4.46E-05,,,,,,
-2.69E-02,,2.96E-05,,,,,,
-2.78E-02,,1.67E-05,,,,,,
-2.87E-02,,6.44E-06,,,,,,
-2.95E-02,,-6.45E-06,,,,,,
-3.04E-02,,-2.56E-05,,,,,,
-3.12E-02,,-4.76E-05,,,,,,
-3.21E-02,,-6.88E-05,,,,,,
-3.30E-02,,-8.65E-05,,,,,,
-3.38E-02,,-1.02E-04,,,,,,
-3.48E-02,,-1.15E-04,,,,,,
-3.57E-02,,-1.21E-04,,,,,,
-3.66E-02,,-1.18E-04,,,,,,
-3.75E-02,,-1.07E-04,,,,,,
-3.85E-02,,-8.80E-05,,,,,,
-3.94E-02,,-6.33E-05,,,,,,
-4.03E-02,,-3.46E-05,,,,,,
-4.13E-02,,-3.33E-06,,,,,,
-4.22E-02,,2.85E-05,,,,,,
-4.30E-02,,5.89E-05,,,,,,
-4.39E-02,,8.62E-05,,,,,,
-4.47E-02,,1.10E-04,,,,,,
-4.54E-02,,1.32E-04,,,,,,
-4.61E-02,,1.53E-04,,,,,,
-4.68E-02,,1.73E-04,,,,,,
-4.74E-02,,1.93E-04,,,,,,
-4.79E-02,,2.17E-04,,,,,,
-4.83E-02,,2.46E-04,,,,,,
-4.87E-02,,2.77E-04,,,,,,
-4.90E-02,,3.05E-04,,,,,,
-4.93E-02,,3.27E-04,,,,,,
-4.95E-02,,3.43E-04,,,,,,
-4.96E-02,,3.49E-04,,,,,,
-4.96E-02,,3.39E-04,,,,,,
-4.96E-02,,3.20E-04,,,,,,
-4.96E-02,,3.02E-04,,,,,,
-4.95E-02,,2.95E-04,,,,,,
-4.93E-02,,3.00E-04,,,,,,
-4.92E-02,,3.14E-04,,,,,,
-4.89E-02,,3.31E-04,,,,,,
-4.87E-02,,3.48E-04,,,,,,
-4.84E-02,,3.62E-04,,,,,,
-4.82E-02,,3.70E-04,,,,,,
-4.79E-02,,3.68E-04,,,,,,
-4.76E-02,,3.55E-04,,,,,,
-4.73E-02,,3.32E-04,,,,,,
-4.69E-02,,3.04E-04,,,,,,
-4.66E-02,,2.77E-04,,,,,,
-4.63E-02,,2.52E-04,,,,,,
-4.59E-02,,2.34E-04,,,,,,
-4.55E-02,,2.28E-04,,,,,,
-4.51E-02,,2.35E-04,,,,,,
-4.47E-02,,2.53E-04,,,,,,
-4.43E-02,,2.79E-04,,,,,,
-4.39E-02,,3.01E-04,,,,,,
-4.35E-02,,3.11E-04,,,,,,
-4.31E-02,,3.03E-04,,,,,,
-4.26E-02,,2.81E-04,,,,,,
-4.21E-02,,2.52E-04,,,,,,
-4.16E-02,,2.21E-04,,,,,,
-4.10E-02,,1.92E-04,,,,,,
-4.04E-02,,1.71E-04,,,,,,
-3.98E-02,,1.60E-04,,,,,,
-3.90E-02,,1.61E-04,,,,,,
-3.83E-02,,1.70E-04,,,,,,
-3.75E-02,,1.81E-04,,,,,,
-3.66E-02,,1.92E-04,,,,,,
-3.57E-02,,2.02E-04,,,,,,
-3.48E-02,,2.09E-04,,,,,,
-3.39E-02,,2.11E-04,,,,,,
-3.29E-02,,2.08E-04,,,,,,
-3.19E-02,,2.02E-04,,,,,,
-3.10E-02,,1.94E-04,,,,,,
-2.99E-02,,1.88E-04,,,,,,
-2.89E-02,,1.85E-04,,,,,,
-2.79E-02,,1.86E-04,,,,,,
-2.69E-02,,1.94E-04,,,,,,
-2.59E-02,,2.09E-04,,,,,,
-2.49E-02,,2.30E-04,,,,,,
-2.38E-02,,2.48E-04,,,,,,
-2.28E-02,,2.59E-04,,,,,,
-2.18E-02,,2.63E-04,,,,,,
-2.07E-02,,2.60E-04,,,,,,
-1.97E-02,,2.51E-04,,,,,,
-1.87E-02,,2.40E-04,,,,,,
-1.76E-02,,2.29E-04,,,,,,
-1.66E-02,,2.23E-04,,,,,,
-1.55E-02,,2.23E-04,,,,,,
-1.44E-02,,2.28E-04,,,,,,
-1.33E-02,,2.38E-04,,,,,,
-1.23E-02,,2.53E-04,,,,,,
-1.12E-02,,2.69E-04,,,,,,
-1.02E-02,,2.82E-04,,,,,,
-9.19E-03,,2.93E-04,,,,,,
-8.20E-03,,3.00E-04,,,,,,
-7.24E-03,,3.05E-04,,,,,,
-6.32E-03,,3.07E-04,,,,,,
-5.43E-03,,3.09E-04,,,,,,
-4.57E-03,,3.10E-04,,,,,,
-3.73E-03,,3.10E-04,,,,,,
-2.92E-03,,3.09E-04,,,,,,
-2.14E-03,,3.08E-04,,,,,,
-1.38E-03,,3.09E-04,,,,,,
-6.44E-04,,3.13E-04,,,,,,
6.89E-05,,3.21E-04,,,,,,
7.53E-04,,3.31E-04,,,,,,
1.40E-03,,3.41E-04,,,,,,
2.02E-03,,3.49E-04,,,,,,
2.59E-03,,3.54E-04,,,,,,
3.10E-03,,3.55E-04,,,,,,
3.55E-03,,3.52E-04,,,,,,
3.93E-03,,3.48E-04,,,,,,
4.26E-03,,3.43E-04,,,,,,
4.55E-03,,3.36E-04,,,,,,
4.77E-03,,3.28E-04,,,,,,
4.94E-03,,3.20E-04,,,,,,
5.06E-03,,3.14E-04,,,,,,
5.14E-03,,3.10E-04,,,,,,
5.17E-03,,3.10E-04,,,,,,
5.16E-03,,3.11E-04,,,,,,
5.11E-03,,3.11E-04,,,,,,
5.05E-03,,3.09E-04,,,,,,
4.98E-03,,3.04E-04,,,,,,
4.89E-03,,2.98E-04,,,,,,
4.79E-03,,2.89E-04,,,,,,
4.70E-03,,2.82E-04,,,,,,
4.62E-03,,2.79E-04,,,,,,
4.55E-03,,2.79E-04,,,,,,
4.51E-03,,2.81E-04,,,,,,
4.49E-03,,2.83E-04,,,,,,
4.51E-03,,2.85E-04,,,,,,
4.56E-03,,2.87E-04,,,,,,
4.64E-03,,2.91E-04,,,,,,
4.72E-03,,2.94E-04,,,,,,
4.81E-03,,2.98E-04,,,,,,
4.90E-03,,3.03E-04,,,,,,
4.99E-03,,3.08E-04,,,,,,
5.08E-03,,3.13E-04,,,,,,
5.16E-03,,3.18E-04,,,,,,
5.24E-03,,3.21E-04,,,,,,
5.33E-03,,3.23E-04,,,,,,
5.41E-03,,3.24E-04,,,,,,
5.48E-03,,3.22E-04,,,,,,
5.55E-03,,3.20E-04,,,,,,
5.59E-03,,3.17E-04,,,,,,
5.60E-03,,3.13E-04,,,,,,
5.58E-03,,3.12E-04,,,,,,
5.53E-03,,3.12E-04,,,,,,
5.45E-03,,3.14E-04,,,,,,
5.37E-03,,3.15E-04,,,,,,
5.32E-03,,3.16E-04,,,,,,
5.33E-03,,3.14E-04,,,,,,
5.40E-03,,3.10E-04,,,,,,
5.55E-03,,3.05E-04,,,,,,
5.76E-03,,3.00E-04,,,,,,
6.06E-03,,2.96E-04,,,,,,
6.43E-03,,2.93E-04,,,,,,
6.86E-03,,2.90E-04,,,,,,
7.34E-03,,2.89E-04,,,,,,
7.86E-03,,2.88E-04,,,,,,
8.41E-03,,2.86E-04,,,,,,
8.96E-03,,2.84E-04,,,,,,
9.50E-03,,2.81E-04,,,,,,
1.00E-02,,2.78E-04,,,,,,
1.05E-02,,2.75E-04,,,,,,
1.09E-02,,2.73E-04,,,,,,
1.13E-02,,2.71E-04,,,,,,
1.16E-02,,2.70E-04,,,,,,
1.18E-02,,2.69E-04,,,,,,
1.19E-02,,2.67E-04,,,,,,
1.20E-02,,2.64E-04,,,,,,
1.19E-02,,2.61E-04,,,,,,
1.18E-02,,2.58E-04,,,,,,
1.16E-02,,2.55E-04,,,,,,
1.13E-02,,2.52E-04,,,,,,
1.11E-02,,2.49E-04,,,,,,
1.07E-02,,2.47E-04,,,,,,
1.04E-02,,2.45E-04,,,,,,
1.00E-02,,2.44E-04,,,,,,
9.61E-03,,2.43E-04,,,,,,
9.22E-03,,2.42E-04,,,,,,
8.84E-03,,2.41E-04,,,,,,
8.50E-03,,2.39E-04,,,,,,
8.18E-03,,2.37E-04,,,,,,
7.88E-03,,2.35E-04,,,,,,
7.59E-03,,2.34E-04,,,,,,
7.32E-03,,2.32E-04,,,,,,
7.08E-03,,2.32E-04,,,,,,
6.87E-03,,2.32E-04,,,,,,
6.70E-03,,2.32E-04,,,,,,
6.58E-03,,2.32E-04,,,,,,
6.51E-03,,2.31E-04,,,,,,
6.47E-03,,2.30E-04,,,,,,
6.47E-03,,2.28E-04,,,,,,
6.50E-03,,2.26E-04,,,,,,
6.54E-03,,2.24E-04,,,,,,
6.60E-03,,2.22E-04,,,,,,
6.65E-03,,2.20E-04,,,,,,
6.68E-03,,2.18E-04,,,,,,
6.69E-03,,2.17E-04,,,,,,
6.68E-03,,2.15E-04,,,,,,
6.66E-03,,2.13E-04,,,,,,
6.64E-03,,2.12E-04,,,,,,
6.60E-03,,2.11E-04,,,,,,
6.53E-03,,2.11E-04,,,,,,
6.42E-03,,2.10E-04,,,,,,
6.26E-03,,2.09E-04,,,,,,
6.05E-03,,2.08E-04,,,,,,
5.79E-03,,2.07E-04,,,,,,
5.48E-03,,2.05E-04,,,,,,
5.12E-03,,2.04E-04,,,,,,
4.72E-03,,2.02E-04,,,,,,
4.29E-03,,2.00E-04,,,,,,
3.81E-03,,1.98E-04,,,,,,
3.30E-03,,1.96E-04,,,,,,
2.77E-03,,1.94E-04,,,,,,
2.22E-03,,1.92E-04,,,,,,
1.69E-03,,1.90E-04,,,,,,
1.16E-03,,1.88E-04,,,,,,
6.51E-04,,1.86E-04,,,,,,
1.37E-04,,1.84E-04,,,,,,
-3.85E-04,,1.83E-04,,,,,,
-9.18E-04,,1.81E-04,,,,,,
-1.46E-03,,1.79E-04,,,,,,
-2.01E-03,,1.78E-04,,,,,,
-2.57E-03,,1.76E-04,,,,,,
-3.14E-03,,1.74E-04,,,,,,
-3.73E-03,,1.72E-04,,,,,,
-4.36E-03,,1.70E-04,,,,,,
-5.01E-03,,1.68E-04,,,,,,
-5.68E-03,,1.66E-04,,,,,,
-6.37E-03,,1.65E-04,,,,,,
-7.06E-03,,1.63E-04,,,,,,
-7.76E-03,,1.62E-04,,,,,,
-8.48E-03,,1.60E-04,,,,,,
-9.20E-03,,1.58E-04,,,,,,
-9.94E-03,,1.56E-04,,,,,,
-1.07E-02,,1.54E-04,,,,,,
-1.15E-02,,1.52E-04,,,,,,
-1.24E-02,,1.50E-04,,,,,,
-1.32E-02,,1.49E-04,,,,,,
-1.40E-02,,1.47E-04,,,,,,
-1.49E-02,,1.45E-04,,,,,,
-1.57E-02,,1.43E-04,,,,,,
-1.64E-02,,1.41E-04,,,,,,
-1.72E-02,,1.39E-04,,,,,,
-1.80E-02,,1.38E-04,,,,,,
-1.88E-02,,1.36E-04,,,,,,
-1.95E-02,,1.34E-04,,,,,,
-2.01E-02,,1.32E-04,,,,,,
-2.07E-02,,1.30E-04,,,,,,
-2.13E-02,,1.28E-04,,,,,,
-2.17E-02,,1.27E-04,,,,,,
-2.21E-02,,1.25E-04,,,,,,
-2.24E-02,,1.23E-04,,,,,,
-2.27E-02,,1.21E-04,,,,,,
-2.28E-02,,1.19E-04,,,,,,
-2.28E-02,,1.17E-04,,,,,,
-2.28E-02,,1.16E-04,,,,,,
-2.26E-02,,1.14E-04,,,,,,
-2.24E-02,,1.12E-04,,,,,,
-2.21E-02,,1.10E-04,,,,,,
-2.18E-02,,1.08E-04,,,,,,
-2.13E-02,,1.07E-04,,,,,,
-2.09E-02,,1.05E-04,,,,,,
-2.03E-02,,1.03E-04,,,,,,
-1.98E-02,,1.01E-04,,,,,,
-1.92E-02,,9.94E-05,,,,,,
-1.86E-02,,9.75E-05,,,,,,
-1.79E-02,,9.57E-05,,,,,,
-1.72E-02,,9.39E-05,,,,,,
-1.65E-02,,9.21E-05,,,,,,
-1.57E-02,,9.02E-05,,,,,,
-1.48E-02,,8.84E-05,,,,,,
-1.39E-02,,8.66E-05,,,,,,
-1.30E-02,,8.48E-05,,,,,,
-1.20E-02,,8.30E-05,,,,,,
-1.09E-02,,8.12E-05,,,,,,
-9.90E-03,,7.93E-05,,,,,,
-8.84E-03,,7.75E-05,,,,,,
-7.79E-03,,7.57E-05,,,,,,
-6.75E-03,,7.39E-05,,,,,,
-5.74E-03,,7.21E-05,,,,,,
-4.77E-03,,7.03E-05,,,,,,
-3.83E-03,,6.85E-05,,,,,,
-2.93E-03,,6.67E-05,,,,,,
-2.09E-03,,6.49E-05,,,,,,
-1.31E-03,,6.31E-05,,,,,,
-6.05E-04,,6.12E-05,,,,,,
3.75E-05,,5.94E-05,,,,,,
6.17E-04,,5.76E-05,,,,,,
1.14E-03,,5.58E-05,,,,,,
1.61E-03,,5.40E-05,,,,,,
2.03E-03,,5.22E-05,,,,,,
2.37E-03,,5.04E-05,,,,,,
2.66E-03,,4.86E-05,,,,,,
2.90E-03,,4.68E-05,,,,,,
3.11E-03,,4.50E-05,,,,,,
3.30E-03,,4.32E-05,,,,,,
3.49E-03,,4.14E-05,,,,,,
3.69E-03,,,,,,,,
3.89E-03,,,,,,,,
4.11E-03,,,,,,,,
4.34E-03,,,,,,,,
4.61E-03,,,,,,,,
4.91E-03,,,,,,,,
5.24E-03,,,,,,,,
5.59E-03,,,,,,,,
5.97E-03,,,,,,,,
6.36E-03,,,,,,,,
6.78E-03,,,,,,,,
7.20E-03,,,,,,,,
7.64E-03,,,,,,,,
8.07E-03,,,,,,,,
8.50E-03,,,,,,,,
8.93E-03,,,,,,,,
9.33E-03,,,,,,,,
9.70E-03,,,,,,,,
1.00E-02,,,,,,,,
1.03E-02,,,,,,,,
1.05E-02,,,,,,,,
1.06E-02,,,,,,,,
1.07E-02,,,,,,,,
1.07E-02,,,,,,,,
1.06E-02,,,,,,,,
1.05E-02,,,,,,,,
1.04E-02,,,,,,,,
1.02E-02,,,,,,,,
9.92E-03,,,,,,,,
9.67E-03,,,,,,,,
9.40E-03,,,,,,,,
9.13E-03,,,,,,,,
8.89E-03,,,,,,,,
8.68E-03,,,,,,,,
8.51E-03,,,,,,,,
8.39E-03,,,,,,,,
8.33E-03,,,,,,,,
8.31E-03,,,,,,,,
8.32E-03,,,,,,,,
8.34E-03,,,,,,,,
8.35E-03,,,,,,,,
8.35E-03,,,,,,,,
8.32E-03,,,,,,,,
8.28E-03,,,,,,,,
8.24E-03,,,,,,,,
8.18E-03,,,,,,,,
8.09E-03,,,,,,,,
7.98E-03,,,,,,,,
7.83E-03,,,,,,,,
7.65E-03,,,,,,,,
7.45E-03,,,,,,,,
7.24E-03,,,,,,,,
7.03E-03,,,,,,,,
6.83E-03,,,,,,,,
6.64E-03,,,,,,,,
6.46E-03,,,,,,,,
6.30E-03,,,,,,,,
6.13E-03,,,,,,,,
5.96E-03,,,,,,,,
5.78E-03,,,,,,,,
5.61E-03,,,,,,,,
5.43E-03,,,,,,,,
5.25E-03,,,,,,,,
5.07E-03,,,,,,,,
4.89E-03,,,,,,,,
4.71E-03,,,,,,,,
4.52E-03,,,,,,,,
4.33E-03,,,,,,,,
4.13E-03,,,,,,,,
3.93E-03,,,,,,,,
3.75E-03,,,,,,,,
3.59E-03,,,,,,,,
3.44E-03,,,,,,,,
3.31E-03,,,,,,,,
3.19E-03,,,,,,,,
3.08E-03,,,,,,,,
2.97E-03,,,,,,,,
2.85E-03,,,,,,,,
2.72E-03,,,,,,,,
2.58E-03,,,,,,,,
2.43E-03,,,,,,,,
2.25E-03,,,,,,,,
2.06E-03,,,,,,,,
1.87E-03,,,,,,,,
1.68E-03,,,,,,,,
1.51E-03,,,,,,,,
1.36E-03,,,,,,,,
1.23E-03,,,,,,,,
1.13E-03,,,,,,,,
1.06E-03,,,,,,,,
1.02E-03,,,,,,,,
1.04E-03,,,,,,,,
1.09E-03,,,,,,,,
1.18E-03,,,,,,,,
1.31E-03,,,,,,,,
1.48E-03,,,,,,,,
1.69E-03,,,,,,,,
1.94E-03,,,,,,,,
2.25E-03,,,,,,,,
2.62E-03,,,,,,,,
3.03E-03,,,,,,,,
3.50E-03,,,,,,,,
3.99E-03,,,,,,,,
4.52E-03,,,,,,,,
5.08E-03,,,,,,,,
5.66E-03,,,,,,,,
6.25E-03,,,,,,,,
6.84E-03,,,,,,,,
7.42E-03,,,,,,,,
7.96E-03,,,,,,,,
8.46E-03,,,,,,,,
8.90E-03,,,,,,,,
9.27E-03,,,,,,,,
9.56E-03,,,,,,,,
9.78E-03,,,,,,,,
9.94E-03,,,,,,,,
1.00E-02,,,,,,,,
1.01E-02,,,,,,,,
1.00E-02,,,,,,,,
9.87E-03,,,,,,,,
9.66E-03,,,,,,,,
9.37E-03,,,,,,,,
9.01E-03,,,,,,,,
8.59E-03,,,,,,,,
8.09E-03,,,,,,,,
7.53E-03,,,,,,,,
6.92E-03,,,,,,,,
6.27E-03,,,,,,,,
5.60E-03,,,,,,,,
4.91E-03,,,,,,,,
4.23E-03,,,,,,,,
3.56E-03,,,,,,,,
2.90E-03,,,,,,,,
2.28E-03,,,,,,,,
